x,y
"Sales Executive Pegawai (non-manajemen & non-supervisor) SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu Asuransi kesehatan;Bisnis (contoh: Kemeja) PT. Kuripan Raya (Telaga Kahuripan) Modern Township dengan luas 750Ha sedang membuka lowongan pekerjaan untuk posisi sebagai Sales Executive dengan kualifikasi sebagai berikut:1. Pendidikan maksimal S1 (semua jurusan)2. Minimal 1 tahun pengalaman sebagai Sales Property3. Gigih, jujur, pekerja keras, dan siap bekerja dibawah tekanan4. Lokasi bekerja di Telaga Kahuripan (Parung, Kab. Bogor)Benefit:1. Gaji Pokok: Rp. 3.075.000,-2. Tunjangan: Rp. 1.025.000,- (didapatkan apabila memenuhi persyaratan yaitu membawa 10 appointment pada periode penggajian bulan berjalan atau mendapat penjualan minimal 1 unit / bulan)3. Komisi selama periode launching adalah:a. Jual 1 unit = 1%b. Jual 2 unit = 1,25 %c. Jual 3 unit, dst = 1,5 %4. Bonus Penjualan: 2.000.000,- / unit ","{
  ""required_skills"": [
    ""Sales"",
    ""Property Sales"",
    ""Communication"",
    ""Negotiation"",
    ""Time Management"",
    ""Teamwork"",
    ""Problem Solving"",
    ""Analytical Thinking"",
    ""Attention to Detail"",
    ""Organizational Skills"",
    ""Leadership"",
    ""Adaptability"",
    ""Resilience"",
    ""Business Acumen"",
    ""Marketing"",
    ""Customer Service""
  ]
}"
"Social media specialist Manajer/Asisten Manajer Sarjana (S1) Penuh Waktu Waktu regular, Senin - Jumat;Kasual (contoh: Kaos);great experience Social Media Specialist job descriptionDevelop, implement and manage our social media strategyDefine most important social media KPIsManage and oversee social media contentMeasure the success of every social media campaignStay up to date with the latest social media best practices and technologiesUse social media marketing tools such as BufferAttend educational conferencesWork with copywriters and designers to ensure content is informative and appealingCollaborate with Marketing, Sales and Product Development teamsMonitor SEO and user engagement and suggest content optimizationCommunicate with industry professionals and influencers via social media to create a strong networkHire and train others in the teamProvide constructive feedbackPrep EDiTORIAL PLAN for company brand contentGood communication n analytical skillUnderstanding off how to create engaging social mediamake TikTok contentup to date with trending topic on social media and digital workRequirementsProven working experience in social media marketing or as a Digital Media SpecialistMinimal 1 year in FNBFuneasy goingknow the newest trendhigh techExcellent consulting, writing, editing (photo/video/text), presentation and communication skillsDemonstrable social networking experience and social analytics toolsknowing ADS toolsKnowledge of online marketing and good understanding of major marketing channelsPositive attitude, detail and customer oriented with good multitasking and organisational abilityFluency in EnglishBS in Communications, Marketing, Business, New Media or Public Relations ","{
  ""required_skills"": [
    ""Social Media Strategy"",
    ""Content Creation"",
    ""Content Management"",
    ""KPI Analysis"",
    ""SEO"",
    ""User Engagement"",
    ""Social Media Analytics"",
    ""Trend Research"",
    ""Digital Marketing"",
    ""Online Marketing"",
    ""Marketing Channels"",
    ""Consulting"",
    ""Writing"",
    ""Editing"",
    ""Presentation"",
    ""Communication"",
    ""Social Networking"",
    ""ADS tools"",
    ""Multitasking"",
    ""Organizational Ability"",
    ""Time Management"",
    ""English Fluency"",
    ""Communication Skills"",
    ""Analytical Skills"",
    ""Problem-Solving"",
    ""Collaboration"",
    ""Leadership"",
    ""Team Management"",
    ""Training and Development""
  ]
}"
"SEO & Content Specialist Pegawai (non-manajemen & non-supervisor) SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Paruh Waktu Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos) We are looking for a reliable SEO & Content Specialist to boost our website ranking in the search engine. We expect the candidate to be able to bring in more quality and related visitor to our site, making quality content and also to make an excellent quality backlink.Jobdesk Overview:- Making quality content with topics based on search console, keyword planner or analytics- Analyze and revise content that has been made to better improve the page rank- Develop excellent backlink that could bring in more visitors to further improve page rank- Working together with marketing team to finish projectsThe salary for this role is up to IDR 66.500.000 annually. You can work from anywhere in the world. this role is fully remote!How to apply and our hiring processTake a ~15-minute online skills test—no CVs or cover letters needed. If you’re still reading, just go ahead and give it a go!After that, if all goes well:Video testPaid test weekOffer ContractOnly one seat available for this role, do not miss this opportunity.Are you ready? ","{
  ""required_skills"": [
    ""Content creation"",
    ""SEO analysis"",
    ""Keyword research"",
    ""Google Analytics"",
    ""Google Search Console"",
    ""Keyword Planner"",
    ""Content revision"",
    ""Backlink development"",
    ""Content marketing"",
    ""Collaboration"",
    ""Project management"",
    ""Communication"",
    ""Time management"",
    ""Analytical skills"",
    ""Problem-solving"",
    ""Attention to detail""
  ]
}"
"Recruiter (fluent in English) Pegawai (non-manajemen & non-supervisor) Sarjana (S1) Penuh Waktu Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);BPJS Health, BPJS Labor, Private Health Insurance, Allowances Responsibilities : Manage the full cycle of recruitment activities and candidate experienceAdvertise positions and source candidates via various platforms including digital.Screening and selection of suitable candidates within reasonable timeframes to present short lists to management, which may include the use of psychometric tests to determine suitability of candidates as well as initial interviews.Drive recruitment innovation to achieve market leadership in talent attraction.Partner with business leaders to determine hiring needs, anticipate talents needs and fill key roles.Requirements :At least 3 years of experience in recruitment and talent acquisition, either agency or in-housePrior experience working in fast paced and high volume environment will be a huge advantageSolid knowledge of sourcing techniques (e.g. Boolean search, Boolean strings);Solid understanding of HR practices and labor legislationStrong fluency in English to work with APAC officeAble to START ASAP! ","{
  ""required_skills"": [
    ""Recruitment management"",
    ""Full cycle recruitment"",
    ""Candidate experience"",
    ""Sourcing techniques"",
    ""Boolean search"",
    ""Boolean strings"",
    ""HR practices"",
    ""Labor legislation"",
    ""English fluency"",
    ""Psychometric tests"",
    ""Interviewing"",
    ""Talent acquisition"",
    ""Market leadership"",
    ""Business partnership"",
    ""Time management"",
    ""Innovation"",
    ""High volume environment"",
    ""Fast paced environment"",
    ""Teamwork"",
    ""Communication"",
    ""Problem solving"",
    ""Adaptability"",
    ""Leadership"",
    ""Time management"",
    ""Strategic thinking"",
    ""Analytical skills""
  ]
}"
Tukang Las/Welder Pegawai (non-manajemen & non-supervisor) Tidak terspesifikasi Penuh Waktu nan Deskripsi PekerjaanKualifikasi:Sehat jasmani dan rohaniUsia maksimal 35 tahunPengalaman di bidang yang sama minimal 3 tahunBertanggung jawabMengerti produksi yang berkaitan dengan lasBerpengalam dibidang pengelasan Pipa-pipa bertekananDapat dengan presisi dalam memotong besiMemiliki sertifikat WELDER ,"{""required_skills"": [""Physical and mental health"", ""Physical stamina"", ""Minimum 3 years of experience in the same field"", ""Responsibility"", ""Understanding of production related to welding"", ""Experience in pipe welding"", ""Precision in cutting steel"", ""Welder certification""]}"
"JUNIOR PROGRAMMER Pegawai (non-manajemen & non-supervisor) Tidak terspesifikasi Penuh Waktu Kasual (contoh: Kaos);BPJS, Jamsostek;Sen-Jum dan Sabtu IT JUNIOR PROGRAMERPERSON SPECIFICATIONConfident and able to communicate at all levels.Able to demonstrate a sense of reliability and responsibility.A can-do attitude.A passion for software development.Hungry to learn and improve as a programmer.ROLE AND RESPONSIBILITIESWrite, update and maintain new and existing projects across all major platforms and languages.Develop new program or software.Collaborate with a multi-disciplinary team to deliver features to deadlines.Create and assist with code reviews.Take ownership of systems and features.ESSENTIAL SKILLSStrong proficiency with Visual Basic .NET and/or C#.Experience developing with Web Service and/or RESTFul API.Strong in object-oriented programming concept.A technical bias, with an interest in getting stuck-in to difficult problems every dayHighly motivated, ability to use initiative and quick to learn new techniques.Excellent communication skills (oral and written).Excellent workload and time management skills.Significant analytical and problem-solving capability, including high degree of accuracy and attention to detail and a flexible and pragmatic approach.DESIRABLE SKILLSExperience in developing graphical user interfaces.Skills in developing interfaces to support end-user scripting.Familiarity with Laravel, Angular, Nest Js.Familiarity with SQL and/or NoSQL Database (ex. SQL Server, MySQL, MongoDB).If you find yourself qualified for the above, let's join our team.See you soon!! ","{
  ""required_skills"": [
    ""Strong proficiency with Visual Basic.NET and/or C#"",
    ""Experience developing with Web Service and/or RESTFul API"",
    ""Strong in object-oriented programming concept"",
    ""Highly motivated, ability to use initiative and quick to learn new techniques"",
    ""Excellent communication skills (oral and written)"",
    ""Excellent workload and time management skills"",
    ""Significant analytical and problem-solving capability, including high degree of accuracy and attention to detail and a flexible and pragmatic approach""
  ]
}"
"Coding Educator Pegawai (non-manajemen & non-supervisor) Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu Bisnis (contoh: Kemeja);Flexible Jadilah Coding Educator di BrightChamps hanya jika anda :Memiliki Kemampuan Komunikasi yang BaikMencintai Dunia PendidikanSenang Berinteraksi dengan Anak-anakMencari Pekerjaan Remote (WFH) dengan GAJI TINGGIBrightChamps merupakan perusahaan multi-nasional berbasis Ed-Tech yang sudah memiliki Cabang di lebih dari 10 Negara di Dunia. BrightChamps merupakan salah satu StartUp dengan pertumbuhan tercepat di India.Persyaratan:S1 / Sederajat (Teknik, IT, Matematika, Sains)Memiliki Pengetahuan Dasar tentang Coding / ProgrammingPassion dalam menangani anak-anakMampu Menciptakan Suasana Belajar yang NyamanSiap Bekerja Full Time (180 Jam per Bulan)Benefit :GAJI TINGGI : Mencapai 15 Juta per Bulan100% Work From HomeJenjang Karir Luas (Kesempatan Grow yang Banyak)Support System yang Canggih dan ProfessionalHanya jika ANDA memenuhi kriteria, ACTION sekarang juga!""Kami menerima Kandidat dari Seluruh Indonesia""All Resumes will be handled strictly confidential and only shortlisted candidates will be contacted. ","{
  ""required_skills"": [
    ""Good communication skills"",
    ""Passion for education"",
    ""Enjoy interacting with children"",
    ""Basic knowledge of coding/programming"",
    ""Ability to create a comfortable learning environment"",
    ""Full-time work commitment (180 hours per month)"",
    ""S1 degree or equivalent (technical, IT, mathematics, science)""
  ]
}"
"Corporate Finance Supervisor/Koordinator Tidak terspesifikasi Penuh Waktu Tunjangan Pendidikan;Asuransi kesehatan;Olahraga (contoh: pusat kebugaran);Waktu regular, Senin - Jumat;Kasual (contoh: Kaos) Corporate FinanceSurabaya, IndonesiaAbout SuperWe are a group of business enthusiasts, scientists, communicators, designers, productive mothers and many more who are unified and unduly spirited to work towards one big vision and goal. As a leading social commerce platform in Indonesia, we aim to solve economic inequality distribution across rural areas by building agent networks and hyperlocal supply chains to make goods more affordable. Aplikasi Super goes beyond the passion and creativity to decipher social issues among our surroundings.A Corporate Finance is responsible for helping an organization or company make important business decisions based on financial data. This role performs critical roles in business by analyzing and examining data and coming up with accurate and efficient information on profitability, credibility, solidity, and liquidity. In other words, a corporate finance analyst is responsible for operating regularly with the company’s goals and financial situation in mind.Job Description :Assessing and creating or developing business cases and investment proposals for divisional and corporate projectsExamining and coordinating business plans, inspecting planning assumptions, and identifying and resolving any issue that may ariseMaking clear and concise recommendations to stakeholders.Analyzing new investment and business opportunities through valuation modelsAnalyzing the organization’s daily cash position and determining where money should be investedRequirements :Majoring in Accounting, Management, Economic, or related fieldsThorough, Diligent, and Neat at workAble to adapt in working at fast-paced organizationJoin SuperAt Super, we are continuously providing equal, unparalleled opportunities across various business operating pillars from operations, commercial, and technology for all candidates from diverse types of background and expertise.If you are someone with high passion towards delivering innovative work as part of your extraordinary career, committed to self-integrity, enjoy working collaboratively, and ready to work in an agile environment, you are very welcome to apply. You will also have tremendous opportunities to hone your functional skills and expertise in an area of specialization. The sheer variety of work we do, and inherent experience of creating meaningful social impact it offers, provide an unbeatable platform from which to build a fulfilling career.#GabungSedulurSuper and help solve Indonesia’s unequal economic distribution. ","{
  ""required_skills"": [
    ""financial analysis"",
    ""business case development"",
    ""investment proposal creation"",
    ""financial modeling"",
    ""valuation models"",
    ""cash flow analysis"",
    ""budgeting"",
    ""forecasting"",
    ""accounting principles"",
    ""financial reporting"",
    ""risk assessment"",
    ""strategic planning"",
    ""collaboration"",
    ""communication"",
    ""problem-solving"",
    ""adapting to change"",
    ""time management"",
    ""leadership"",
    ""team management""
  ]
}"
"Procurement cum Estimator/Quantity Surveyor Pegawai (non-manajemen & non-supervisor) Tidak terspesifikasi Penuh Waktu Asuransi kesehatan;Parkir;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);Komunikasi, Transport Kode Lamaran : Procurement (PO)Estimator/Quantity Surveyor (QS)Tugas Dan Tanggung Jawab Procurement :Merencanakan dan melakukan pembelian atau penyediaan keperluan proyek tepat waktuMenyesuaikan spesifikasi barang atau jasa yang dibutuhkan PerusahaanMencari vendor atau supplier, menghubungi dan membuat perjanjian dengan pihak supplier atau vendor.Menganalisa perbandingan biaya pembelian dari supplier atau vendorMenegosiasikan harga, pengiriman, dan waktu pembayaranMenerima tagihan pembayaran dari vendor dan supplierPembuatan kontrak kerja sama antara vendor/supplier dengan perusahaanMelakukan kontrol persediaan barang proyekTugas dan Tanggung Jawab Estimator/Quantity Surveyor:Menghitung Bill of Quantity / RAB proyek untuk penawaran / tender ke klienMempersiapkan Dokumen Tender dan mampu mempresentasikan / menjelaskan ke klien.Menyiapkan BOQ untuk keperluan kontrak dengan vendor terkait.Bertanggung jawab untuk melakukan perhitungan kebutuhan kuantitas material dan pekerjaan di lapangan sesuai dengan gambar kerja, BOQ dan RAB untuk dilanjutkan ke divisi procurement.Bekerjasama dengan baik bersama tim kantor , client, sub-con, dan tim operasional di lapangan agar semua kegiatan pekerjaan dapat berjalan dengan baikPersyaratan dan Kualifikasi:Kandidat harus memiliki Gelar Sarjana di Teknik Sipil./ ArsitekturMemiliki 2 tahun pengalaman dalam bidang quantity surveyor di perusahaan konsultan/kontraktorMemiliki skill kalkulasi dan pengetahuan teknis yang baik dalam bidang konstruksi bangunan, interior dan furnitureMemiliki skill yang baik dalam penggunaan AutoCAD dan Microsoft OfficeKarakter/Kemampuan yang harus dimiliki: Jujur, bertanggung jawab, teliti, disiplin, cekatan dan memiliki skill yang baik dalam berkomunikasi ","{
  ""required_skills"": [
    ""procurement"",
    ""estimation"",
    ""quantity surveying"",
    ""cost analysis"",
    ""budgeting"",
    ""contract management"",
    ""vendor management"",
    ""supplier management"",
    ""inventory control"",
    ""bill of quantity calculation"",
    ""RAB calculation"",
    ""BOQ preparation"",
    ""construction knowledge"",
    ""AutoCAD"",
    ""Microsoft Office"",
    ""communication skills"",
    ""teamwork"",
    ""time management"",
    ""discipline"",
    ""responsibility"",
    ""accuracy"",
    ""honesty""
  ]
}"
"Content Marketer Pegawai (non-manajemen & non-supervisor) Tidak terspesifikasi Penuh Waktu nan Content MarketerKualifikasi: - Mampu menggunakan Facebook Ads, IG Ads, Google Ads, SEO, dsb- Mampu mengelola sosial media- Pengalaman dalam bidang digital marketing minimal 1 tahun- Mampu menjadi content creator (Edit Foto dan Video)- Jujur, disiplin, sopan dan ramah- Mampu bekerja secara berkelompok(nb : ada kenaikan gaji) ","{
  ""required_skills"": [
    ""Facebook Ads"",
    ""IG Ads"",
    ""Google Ads"",
    ""SEO"",
    ""Sosial media management"",
    ""Digital marketing"",
    ""Content creation"",
    ""Foto editing"",
    ""Video editing"",
    ""Teamwork"",
    ""Jujur (Honesty)"",
    ""Disiplin (Discipline)"",
    ""Sopan (Polite)"",
    ""Ramah (Friendly)""
  ]
}"
"Procurment Manager Manajer/Asisten Manajer Tidak terspesifikasi Penuh Waktu Asuransi kesehatan;Olahraga (contoh: pusat kebugaran);Penglihatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja) Dibutuhkan Procurment ManagerPendidikan : S1 (Segala Jurusan)Pengalaman : Minimal 2 tahunBisa mengenderai kendaraan dan memiliki Sim APenghasilan Gaji Start Rp. 7.500.000.-InsentifBPJSInsurancePenempatan Jakarta ","{
  ""required_skills"": [
    ""Procurement management"",
    ""Business management"",
    ""Communication"",
    ""Leadership"",
    ""Problem-solving"",
    ""Time management"",
    ""Team management"",
    ""Budgeting"",
    ""Negotiation"",
    ""Contract management"",
    ""Supply chain management"",
    ""Logistics management"",
    ""Driving skills"",
    ""Basic computer skills"",
    ""English language proficiency"",
    ""Analytical skills"",
    ""Strategic thinking""
  ]
}"
"CLINIC Operation Manager Manajer/Asisten Manajer SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu nan # must have good experiences in above field# excellent team worker and good decision making# work place in Medan and must attend Online also Offline interview# multi task person with good attitude# experiences in online also offline businesses# do not apply again if you have previously done so# must be able to demonstrate excellent communication skillsMust have experience in Clinic operationMust be able to demonstrate critical decision making ","{
  ""required_skills"": [
    ""Good experience in clinic operation"",
    ""Excellent team worker"",
    ""Good decision making"",
    ""Multi task person"",
    ""Good attitude"",
    ""Excellent communication skills"",
    ""Critical decision making"",
    ""Experience in online and offline businesses""
  ]
}"
"Teknisi Pabrik Es Batu ( Serpong Tangerang ) Pegawai (non-manajemen & non-supervisor) SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Kontrak Asuransi Gigi;Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos) Minimal Diploma atau SMK sederajat diutamakan jurusan pendingin udara dan atau memahami proses pendinginan Cold Storage, AC dan tata udara (HVAC)Memiliki pengalaman minimal 1 tahun di bidang yang sama, batas usia maksimal 30 tahunMemahami Progam PLCMemahami diagram kelistrikanTerbiasa menangani mesin Chiller, AC dan Cold Storage, Refrigerator baik service/overhoule maupun perbaikanJujur, ulet, tanggung jawab, pantang menyerah, terbiasa bekerja shifting dan pekerja keras. Bersedia di tempatkan di daerah Serpong Tangerang ","{""required_skills"": [
  ""Teknik pendingin udara"",
  ""Proses pendinginan Cold Storage"",
  ""HVAC"",
  ""PLC"",
  ""Diagram kelistrikan"",
  ""Service/overhaul mesin Chiller"",
  ""Service/overhaul mesin AC"",
  ""Service/overhaul mesin Cold Storage"",
  ""Service/overhaul mesin Refrigerator"",
  ""Perbaikan mesin Chiller"",
  ""Perbaikan mesin AC"",
  ""Perbaikan mesin Cold Storage"",
  ""Perbaikan mesin Refrigerator"",
  ""Kerja keras"",
  ""Shifting"",
  ""Jujur"",
  ""Ulet"",
  ""Tanggung jawab"",
  ""Pantang menyerah"",
  ""Asuransi kesehatan"",
  ""Asuransi gigi"",
  ""Kasual"",
  ""Kerja waktu regular"",
  ""Kerja Senin-Jumat""
]}"
"Team Leader Customer Service Supervisor/Koordinator Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu Kasual (contoh: Kaos) Requirement :M*le OnlyHave experience in the sama roleHave experience more than 2 yearsProficient knowledge of customer service, and standard office practices and procedures.Proficient computer skills.Have a good leadership personalityREADY to be place out of Indonesia ( ASIA )Task :Overseeing and assessing customer service staff activities, and providing them with regular performance-related feedback.Strategizing and monitoring the daily activities of customer service operations.Assisting customer service staff with duties where required.Monitoring and authenticating returns, exchanges, and voids.Investigating and solving customer service complaints.Assisting with the development and implementation of service policies, and explaining these to staff and customers.Maintaining documentation pertaining to customer service department activities.Performing additional duties where needed.Benefit :Bonus Twice a year ( base on KPI )Travel allowanceMeal allowance ","{
  ""required_skills"": [
    ""leadership"",
    ""customer service"",
    ""standard office practices and procedures"",
    ""computer skills"",
    ""communication"",
    ""problem solving"",
    ""time management"",
    ""strategic thinking"",
    ""staff management"",
    ""policy development"",
    ""documentation"",
    ""travel management"",
    ""cultural awareness""
  ]
}"
"Sales Executive Domestic Freight Forwarding Pegawai (non-manajemen & non-supervisor) Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu nan Kami memerlukan Sales Marketing untuk mencari dan membantu pelanggan yang memerlukan jasa pengiriman logistik. Kandidat akan bekerja langsung dengan pemilik bisnis untuk mengeksekusi visi, misi, serta strategi bisnis perusahaan.Tanggung JawabMencari customer perusahaan yang dapat dipercaya dengan mengedepankan integritas dan loyalitas. Dapat membangun visi misi owner nya dalam hal mencari customerMempunya target value/profit yang jelas dan tepat.Dapat berkomunikasi dengan baik, sopan dan tim kerja, customer dan owner.Menyelesaikan, memonitoring dalam hal pelayanan pengiriman barang yang di peroleh sampai ke tujuan.Membuat evuasi laporan perminggu terkait proses kerjanya (dipresentasikan).Kriteria Lulisan D3/S1.Jujur dan pekerja kerasSiap bekerja di bawah tekananPernah bekerja sebagai marketing di frieght forwarding khusunya intersular minimal 1 sampai 2 tahun.Energik dan lincah sertah patuh.Loyal, customer fokus dan mempunyai integritas.Jam kerja.Senin sampai sabtu jam 8 sd 16.30 Hari besar liburTinggal di daerah Jakarta Utara dan sekitarnya.(Sewaktu2 masuk bila di butuhkan owner) rapat online.Benefit Gaji 4 sd 5 juta Ada tempat parkir kendaraan motorRuangan kerja ber ACDisedikan pulsa untuk berkomunikasi (200 sd 150 ribu) perbulanLewat 3 bulan akan dibuatkan BPJS dengan standard kelas 3 (hanya bagi pekerja).Adanya komisi bila target tercapai.Adanya pergatian dana transportasi bila sedang mencari customer dengan melampirkan bukti-bukti yang akuntable. ","{
  ""required_skills"": [
    ""Mengembangkan visi dan misi"",
    ""Membuat target nilai/profit yang jelas"",
    ""Berkomunikasi dengan baik"",
    ""Menyelesaikan dan memonitoring pelayanan pengiriman barang"",
    ""Membuat evaluasi laporan"",
    ""Pekerja keras dan siap bekerja di bawah tekanan"",
    ""Energi dan lincah"",
    ""Loyalitas"",
    ""Integritas"",
    ""Pengalaman di marketing di freight forwarding"",
    ""Pengetahuan tentang logistik dan pengiriman barang"",
    ""Kemampuan analitis dan problem-solving"",
    ""Kemampuan mengelola waktu dan prioritas"",
    ""Kemampuan bekerja sama dengan tim"",
    ""Kemampuan berkomunikasi dengan pelanggan dan owner"",
    ""Kemampuan membuat keputusan yang tepat""
  ]
}"
"Radiografer Pegawai (non-manajemen & non-supervisor) Tidak terspesifikasi Kontrak Bisnis (contoh: Kemeja) Berusia Max 30 TahunPendidikan minimal D3 RadiograferPengalaman minimal 1 tahun diutamakan, atau fresh graduate dipersilahkan melamarMemiliki inisiatif, cekatan, berkelakuan baik dan bertanggung jawabMemiliki Surat Tanda Registrasi (STR) RadiograferBisa bekerja dibawah tekananBersedia bekerja dalam shift ","{
  ""required_skills"": [
    ""Radiografi"",
    ""Pengalaman kerja di industri tekstil"",
    ""Pengelolaan kontrak bisnis"",
    ""Pengalaman kerja di industri kemeja"",
    ""Pengalaman kerja dengan umur maksimal 30 tahun"",
    ""Pengalaman kerja dengan pendidikan D3 Radiografi"",
    ""Pengalaman kerja dengan pengalaman minimal 1 tahun"",
    ""Pengelolaan inisiatif"",
    ""Pengelolaan kecelakaan"",
    ""Pengelolaan keamanan"",
    ""Pengelolaan kerja dalam shift"",
    ""Pengalaman kerja dengan Surat Tanda Registrasi (STR) Radiografi"",
    ""Pengalaman kerja dengan kemampuan bekerja dibawah tekanan"",
    ""Pengelolaan tanggung jawab""
  ]
}"
"Legal Analyst (Operation and Litigation) Supervisor/Koordinator Sarjana (S1) Penuh Waktu Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja) RequirementsMinimum 3 years of working experiencePreferably at maximum age of 28 yearsGraduated from notable universitiesFluent in English, both oral and writtenExperience in handling LitigationHave a PKPA certificateExcellent working speed, well organized and detail orientedGood communication, negotiation, presentation, and analytical skillGood attitude, proactive, strong confidence, willing to learnWillingness to travel outside Jakarta ","{
  ""required_skills"": [
    ""Legal knowledge"",
    ""Analytical skill"",
    ""Communication skill"",
    ""Negotiation skill"",
    ""Presentation skill"",
    ""Time management"",
    ""Organization skill"",
    ""Attention to detail"",
    ""Problem-solving"",
    ""Confidence"",
    ""Proactivity"",
    ""Teamwork"",
    ""Adaptability"",
    ""Fluency in English"",
    ""PKPA certification"",
    ""Litigation experience"",
    ""Travel experience""
  ]
}"
"SALES BUILDING MATERIAL AREA JABODETABEK Pegawai (non-manajemen & non-supervisor) SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu Kasual (contoh: Kaos);Komisi KPI, BPJS Ketenagakerjaan, Transportasi, Jabatan;Monday - Saturday Anda SUKA Tantangan & Kesempatan menjual produk INOVATIF serta BERKOMUNIKASI dengan banyak orang? Tentu Anda ingin mendapatkan BONUS INSENTIF 1 sampai 2x GAJI, betul? Saat ini kami sudah memiliki 4 CABANG di Jakarta, Bandung, Solo, dan Surabaya, dan sedang terus berkembang membuka Cabang Perusahaan di Sumatera, Kalimantan, dan Sulawesi.Kami membutuhkan SALES EXECUTIVE / SALES PROJECT yang handal serta menjadi bagian dari kunci kesuksesan di  PT. Jaya Bersama Saputra Perkasa untuk penempatan di JABODETABEK. Kriteria:• Usia maksimal 40 Tahun.• Berpendidikan minimal SMA/sederajat di bidang apapun.• Berpengalaman 2-3 tahun sebagai Sales (Bahan Bangunan Disukai).• Terbiasa dengan Target & Pressure Tinggi.• Memiliki inisiatif, motivasi yang kuat dapat mencapai target penjualan.• Pekerja Keras, Disiplin, Jujur, & Bertanggung Jawab. Tanggung Jawab:√ Mencari customer baru ( end user, toko bangunan, dan proyek ).√ Menjalin hubungan baik dengan Customer.√ Meningkatkan penjualan produk untuk memenuhi target perusahaan. Kami menawarkan peluang kerja dan kesempatan berkarier untuk semua level jabatan, suasana kerja yang kondusif dan transparan. Menjadi pengikut itu biasa...Menjadi PELOPOR itu Luar Biasa... Bergabunglah bersama FORTRESS Pintu Baja dan turut membawa transformasi produk bahan bangunan yang paling INOVATIF & SOLUTIF bagi masyarakat. Anda akan memasarkan produk yang dengan tantangan dan keseruan tersendiri sehingga Anda bisa meningkatkan kapasitas diri untuk dapat memberikan PERFORMA terbaik bagi perusahaan. NOTE : Selama proses rekrutmen berlangsung tidak pemungutan biaya apapun ","{
""required_skills"": [
""Communication"",
""Inisiatif"",
""Motivasi"",
""Pekerja keras"",
""Disiplin"",
""Jujur"",
""Bertanggung jawab"",
""Target-oriented"",
""Pressure handling"",
""Sales"",
""Customer relationship"",
""Peningkatan penjualan"",
""Peluang kerja"",
""Kesempatan berkarier"",
""Kondusif dan transparan suasana kerja"",
""Inovatif"",
""Solutif"",
""Transformasi produk bahan bangunan"",
""Marketing"",
""Pemasaran produk""
]
}"
